anxious_vs_critical,anxious_vs_humorous,anxious_vs_hallucinating,anxious_vs_sycophantic,anxious_vs_funny,critical_vs_humorous,critical_vs_hallucinating,critical_vs_sycophantic,critical_vs_funny,humorous_vs_hallucinating,humorous_vs_sycophantic,humorous_vs_funny,hallucinating_vs_sycophantic,hallucinating_vs_funny,sycophantic_vs_funny
0.5676896572113037,0.6576864123344421,-0.3662932813167572,0.5247139930725098,0.5191778540611267,0.23228409886360168,-0.283468633890152,0.28411203622817993,0.08947610855102539,-0.17062847316265106,0.4876851439476013,0.9327948689460754,-0.22132521867752075,-0.05591747537255287,0.36113202571868896
0.567554235458374,0.5986824035644531,-0.38361379504203796,0.46592870354652405,0.5095869898796082,0.13469761610031128,-0.08372921496629715,0.0742451399564743,0.0785466730594635,-0.25377991795539856,0.5749637484550476,0.9643356204032898,-0.12254839390516281,-0.19734592735767365,0.5237155556678772
0.5959036350250244,0.5953580737113953,-0.39832523465156555,0.43032270669937134,0.5214372873306274,0.18061940371990204,-0.09633350372314453,0.08227648586034775,0.13395173847675323,-0.22447122633457184,0.5295277833938599,0.9656527638435364,-0.14179649949073792,-0.16138425469398499,0.46648430824279785
0.620234489440918,0.6013107895851135,-0.3457452356815338,0.42892587184906006,0.5459521412849426,0.24492178857326508,-0.07631086558103561,0.0714375302195549,0.2176845371723175,-0.1709369421005249,0.5209246277809143,0.966974675655365,-0.14339053630828857,-0.10658711940050125,0.45424509048461914
0.6370489597320557,0.5837295651435852,-0.30864188075065613,0.4304146468639374,0.5295002460479736,0.237098827958107,-0.0570143386721611,0.06416402012109756,0.20977993309497833,-0.10351994633674622,0.5083472728729248,0.9668914675712585,-0.17157022655010223,-0.0367034412920475,0.44653886556625366
0.6196410059928894,0.544588029384613,-0.23994071781635284,0.3599633276462555,0.5142338275909424,0.20400439202785492,-0.036549270153045654,-0.008307470940053463,0.1844613254070282,-0.03993790224194527,0.45526981353759766,0.9732458591461182,-0.12054364383220673,0.004334697499871254,0.4117542505264282
0.6265360116958618,0.5715170502662659,-0.2673969268798828,0.3453117609024048,0.5478557348251343,0.2139916568994522,-0.07606465369462967,-0.05129145830869675,0.19441747665405273,-0.052663542330265045,0.4794335961341858,0.9758949279785156,-0.1014937236905098,-0.010103154927492142,0.44692835211753845
0.6255320906639099,0.5720959901809692,-0.3105098009109497,0.32303524017333984,0.5420319437980652,0.19990070164203644,-0.0662972703576088,-0.08842470496892929,0.18493133783340454,-0.12741078436374664,0.48063620924949646,0.9758546948432922,-0.13075606524944305,-0.081873320043087,0.4528845548629761
0.616355299949646,0.5538113713264465,-0.3157959282398224,0.29239732027053833,0.5176340937614441,0.18955732882022858,-0.07084041088819504,-0.1292290836572647,0.17566974461078644,-0.09945759177207947,0.4350920617580414,0.9769627451896667,-0.1395760178565979,-0.045385077595710754,0.40299248695373535
0.6276766657829285,0.521687924861908,-0.254245787858963,0.25955426692962646,0.4872417747974396,0.22070428729057312,-0.06638158857822418,-0.10991241782903671,0.20437228679656982,-0.036563195288181305,0.398308128118515,0.9753816723823547,-0.08947355300188065,0.014223463833332062,0.37453538179397583
0.6380873322486877,0.5231022238731384,-0.23493827879428864,0.26915276050567627,0.4941876530647278,0.2550707459449768,-0.06431294232606888,-0.05317910015583038,0.24169215559959412,-0.03248591348528862,0.4070797860622406,0.9704403877258301,-0.06975248456001282,0.01204801257699728,0.3841222822666168
0.6452857851982117,0.5006101727485657,-0.22429820895195007,0.24740558862686157,0.46904510259628296,0.23273444175720215,-0.05147048830986023,-0.03888041898608208,0.21726557612419128,-0.01925480365753174,0.3880764842033386,0.966437041759491,-0.06729034334421158,0.025568624958395958,0.37218910455703735
0.6494288444519043,0.5033215880393982,-0.21961495280265808,0.2733590304851532,0.4789259731769562,0.2475152313709259,-0.058251794427633286,-0.009738830849528313,0.2345917522907257,-0.0025706288870424032,0.38440489768981934,0.9688644409179688,-0.06688147783279419,0.039715297520160675,0.3728732466697693
0.6600542068481445,0.5295441746711731,-0.1781138777732849,0.2513168454170227,0.5076314806938171,0.26651039719581604,-0.04081257805228233,0.007591307628899813,0.2559315860271454,0.04919455945491791,0.38158291578292847,0.9730908870697021,-0.02381931245326996,0.08084499835968018,0.37889108061790466
0.6733318567276001,0.5537729263305664,-0.183678537607193,0.27039188146591187,0.535038411617279,0.2984450161457062,-0.05247535556554794,0.019034311175346375,0.29141077399253845,0.039834246039390564,0.3931746482849121,0.9732273817062378,-0.02914826199412346,0.07513594627380371,0.3883076310157776
0.6870900392532349,0.5527001619338989,-0.1875048577785492,0.26195916533470154,0.5329850316047668,0.3074798882007599,-0.07151390612125397,0.014611427672207355,0.29554665088653564,0.037437643855810165,0.39709827303886414,0.9751154780387878,-0.03178277611732483,0.072362519800663,0.38930222392082214
0.6982161402702332,0.5821518898010254,-0.1692078411579132,0.3143080174922943,0.561659038066864,0.3292323350906372,-0.058376166969537735,0.054759036749601364,0.3186161518096924,0.046113520860672,0.4339451491832733,0.9768813848495483,-0.01500376220792532,0.08385029435157776,0.42212098836898804
0.6852372288703918,0.5987181663513184,-0.035119060426950455,0.3475186824798584,0.5802534818649292,0.3214535415172577,-0.07128670066595078,0.04565349221229553,0.3035486936569214,0.14153555035591125,0.4582999646663666,0.9778278470039368,0.15928961336612701,0.1842803657054901,0.45456749200820923
0.6864714622497559,0.5741097927093506,-0.0324535071849823,0.32799986004829407,0.5502640604972839,0.3215406835079193,-0.041736651211977005,0.055632852017879486,0.29511088132858276,0.1427941918373108,0.42580294609069824,0.9794279932975769,0.16338862478733063,0.17571210861206055,0.4160274267196655
0.6814447641372681,0.5774239301681519,-0.0494888573884964,0.3139713704586029,0.550123393535614,0.34557875990867615,-0.05303597450256348,0.053282301872968674,0.3161032497882843,0.12859396636486053,0.38699644804000854,0.9774540066719055,0.10845068097114563,0.1656413972377777,0.3815372586250305
0.6797282099723816,0.58563631772995,-0.024197792634367943,0.3256337344646454,0.5395785570144653,0.3426012098789215,-0.01879708841443062,0.08736167848110199,0.2915540635585785,0.15524987876415253,0.4136483073234558,0.9777171611785889,0.10665316879749298,0.18602386116981506,0.39528152346611023
0.6878845691680908,0.5758561491966248,-0.016170185059309006,0.30640989542007446,0.5255379676818848,0.34555354714393616,-0.011639323085546494,0.09398724883794785,0.2923985421657562,0.15820971131324768,0.4075073301792145,0.9782101511955261,0.09332062304019928,0.18856775760650635,0.38901349902153015
0.6991525888442993,0.5806572437286377,-0.006640317849814892,0.31223776936531067,0.5324500203132629,0.3721637725830078,0.025555269792675972,0.0975336953997612,0.32115107774734497,0.16556985676288605,0.38783949613571167,0.9781849384307861,0.09130124747753143,0.19375097751617432,0.3695761561393738
0.6804349422454834,0.5477327704429626,0.010677005164325237,0.3085606098175049,0.4807043969631195,0.3362872898578644,0.05925869196653366,0.051689840853214264,0.263368159532547,0.16773174703121185,0.38977107405662537,0.9759638905525208,0.10372471809387207,0.18821318447589874,0.36692240834236145
0.6790307760238647,0.5405969023704529,-0.010252119973301888,0.269469290971756,0.48429352045059204,0.33659395575523376,0.045744720846414566,0.03110555186867714,0.27785006165504456,0.14859916269779205,0.3910779058933258,0.9753665328025818,0.08568732440471649,0.1735723614692688,0.3748073875904083
0.6900462508201599,0.5295314192771912,0.03457455709576607,0.24903446435928345,0.46732887625694275,0.3296552002429962,0.061579037457704544,0.02035737782716751,0.2601594924926758,0.16757497191429138,0.37661033868789673,0.9693674445152283,0.12502610683441162,0.19322048127651215,0.36305785179138184
0.6829183101654053,0.5216529965400696,0.0315948985517025,0.249549999833107,0.4575050175189972,0.324959397315979,0.0779103934764862,0.026071706786751747,0.25363442301750183,0.15780119597911835,0.36784520745277405,0.9683122038841248,0.10790099948644638,0.1841246485710144,0.3533356487751007
0.6829256415367126,0.517665445804596,0.06800710409879684,0.24913206696510315,0.45116952061653137,0.3188634216785431,0.09879516810178757,0.033533111214637756,0.24360622465610504,0.16398821771144867,0.3698057532310486,0.9674336910247803,0.12312696874141693,0.18469971418380737,0.35735198855400085
0.6871024370193481,0.5162175297737122,0.07581976056098938,0.23517228662967682,0.44901177287101746,0.31530749797821045,0.09744444489479065,0.018384920433163643,0.23713761568069458,0.17052336037158966,0.36385732889175415,0.9657716751098633,0.1346590518951416,0.1885485202074051,0.35635900497436523
0.6975148320198059,0.5246997475624084,0.10423178970813751,0.2041402906179428,0.4601837396621704,0.32829588651657104,0.11624248325824738,0.0008261754410341382,0.25377553701400757,0.18165364861488342,0.34795480966567993,0.9664362668991089,0.13167791068553925,0.1993517428636551,0.348488450050354
0.6889205574989319,0.5340349078178406,0.11066439747810364,0.19143077731132507,0.47406306862831116,0.3330659866333008,0.12003021687269211,-0.008855030871927738,0.26403942704200745,0.19734244048595428,0.33877018094062805,0.9659668803215027,0.1260644495487213,0.2134413719177246,0.3420836329460144
0.7021891474723816,0.572134792804718,0.2014913707971573,0.2185371220111847,0.5083931088447571,0.35170772671699524,0.17428000271320343,-0.012950382195413113,0.27295833826065063,0.2659776508808136,0.36257654428482056,0.970466136932373,0.15596407651901245,0.2699609696865082,0.3658731281757355
0.7088068127632141,0.5729843378067017,0.21357350051403046,0.20879359543323517,0.5112736225128174,0.35481172800064087,0.179391548037529,-0.01772569678723812,0.2802353501319885,0.2646506428718567,0.3491879999637604,0.9722776412963867,0.16076689958572388,0.26674684882164,0.3524611294269562
0.6979220509529114,0.5784963965415955,0.21561191976070404,0.23553313314914703,0.5153335332870483,0.35185205936431885,0.1757243126630783,0.012681934982538223,0.2768039107322693,0.26387080550193787,0.3638196289539337,0.9731298685073853,0.1589623987674713,0.26766616106033325,0.3602393567562103
0.683566153049469,0.5647401213645935,0.17861855030059814,0.2678925395011902,0.5009790062904358,0.3320080041885376,0.15156345069408417,0.03598104789853096,0.25444209575653076,0.22714394330978394,0.38343656063079834,0.9729651212692261,0.17600217461585999,0.2358524203300476,0.37791839241981506
0.7082260847091675,0.6204130053520203,0.33404648303985596,0.27135708928108215,0.5615290999412537,0.3799857199192047,0.2430066466331482,0.056617371737957,0.30520328879356384,0.32202839851379395,0.37527742981910706,0.9751354455947876,0.20392486453056335,0.3295893371105194,0.36641380190849304
0.782423734664917,0.48782676458358765,0.2562505304813385,0.3825037181377411,0.4311691224575043,0.2893834412097931,0.21113474667072296,0.15164066851139069,0.22186489403247833,0.23324702680110931,0.5003401041030884,0.9729596972465515,0.2710834741592407,0.2630167305469513,0.47838014364242554
